,"""Nearly Headless"" Nick",Albus Dumbledore,Alicia Spinnet,Angelina Johnson,Arthur Weasley,Bathilda Bagshot,Cedric Diggory,Charlie Weasley,Cho Chang,Colin Creevey,Cornelius Fudge,Dean Thomas,Draco Malfoy,Dudley Dursley,Ernie Macmillan,Fred Weasley,George Weasley,Ginevra Weasley,Gregory Goyle Jr,Gregory Goyle Sr,Hannah Abbott,Harry Potter,Helena Ravenclaw,Hermione Granger,James Potter,Katie Bell,Lavender Brown,Lee Jordan,Lily Potter,Lord Voldemort,Lucius Malfoy,Madam Malkin,Madam Rosmerta,Marcus Flint,Marjorie Dursley,Mary Cattermole,Mary Riddle,Minerva McGonagall,Molly Weasley,Neville Longbottom,Newt Scamander,Oliver Wood,Pansy Parkinson,Parvati Patil,Penelope Clearwater,Percy Weasley,Peter Pettigrew,Petunia Dursley,Phineas Nigellus Black,Poppy Pomfrey,Regulus Arcturus Black,Remus Lupin,Ronald Weasley,Rubeus Hagrid,Seamus Finnigan,Severus Snape,Sirius Black,Stan Shunpike,Sybill Patricia Trelawney,Tom Riddle,Vernon Dursley,Vincent Crabbe Jr,Vincent Crabbe Sr,Walden Macnair,William Weasley
Pansy Parkinson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Parvati Patil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.866666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.617857142857,0.0,0.661111111111,0.0,0.0,0.0,0.933333333333,0.0,0.0,0.0,0.0,0.0,0.0
Penelope Clearwater,0.0,0.0,0.0,0.0,0.0,0.0,0.533333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.403703703704,0.533333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.341666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Percy Weasley,0.0,0.414285714286,0.0,0.444444444444,0.320476128809,0.0,0.533333333333,0.318675793018,0.0,0.0,0.3,0.0,0.352380952381,0.0,0.0,0.323709967896,0.319200660451,0.329006734007,0.0,0.0,0.0,0.301566859067,0.533333333333,0.393333333333,0.0,0.0,0.0,0.4375,0.0,0.0,0.352380952381,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.314810072557,0.0,0.0,0.293948412698,0.0,0.0,0.341666666667,0.0,0.3,0.0,0.442592592593,0.0,0.442592592593,0.0,0.313088290311,0.3,0.7,0.18,0.384126984127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.321745968456
Peter Pettigrew,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.85,0.0,0.6,0.0,0.0,0.566666666667,0.133333333333,0.272619047619,0.0,0.0,0.0,0.337701612903,0.0,0.300545634921,0.301111111111,0.0,0.0,0.0,0.43,0.0,0.6,0.5,0.5,0.0,0.0,0.0,0.0,0.95,0.2,0.433333333333,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.463715454932,0.0,0.463715454932,0.354860706187,0.405181760204,0.466666666667,0.0,0.617777777778,0.391430380663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
Petunia Dursley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.533163104257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52143050402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.418898809524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.466814289512,0.0,0.0,0.0,0.0
Phineas Nigellus Black,0.0,0.422266313933,0.0,0.0,0.442592592593,0.0,0.0,0.442592592593,0.0,0.0,0.547685185185,0.0,0.416666666667,0.0,0.0,0.442592592593,0.442592592593,0.442592592593,0.416666666667,0.416666666667,0.183333333333,0.450108594135,0.0,0.451600877193,0.45854845447,0.0,0.0,0.0,0.465272486772,0.453333333333,0.416666666667,0.433333333333,0.433333333333,0.416666666667,0.0,0.0,0.0,0.433333333333,0.473194444444,0.5,0.0,0.716666666667,0.0,0.0,0.0,0.442592592593,0.463715454932,0.0,0.0,0.0,0.451635835626,0.464800916782,0.461061157438,0.381944444444,0.0,0.471515594542,0.453417036037,0.475,0.0,0.0,0.0,0.416666666667,0.416666666667,0.0,0.442592592593
Poppy Pomfrey,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42319047619,0.0,0.75,0.428571428571,0.0,0.0,0.0,0.642857142857,0.0,0.0,0.304782848325,0.304782848325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Regulus Arcturus Black,0.0,0.422266313933,0.0,0.0,0.442592592593,0.0,0.0,0.442592592593,0.0,0.0,0.547685185185,0.0,0.416666666667,0.0,0.0,0.442592592593,0.442592592593,0.442592592593,0.416666666667,0.416666666667,0.183333333333,0.450108594135,0.0,0.451600877193,0.45854845447,0.0,0.0,0.0,0.465272486772,0.453333333333,0.416666666667,0.433333333333,0.433333333333,0.416666666667,0.0,0.0,0.0,0.433333333333,0.473194444444,0.5,0.0,0.716666666667,0.0,0.0,0.0,0.442592592593,0.463715454932,0.0,0.451635835626,0.0,0.0,0.464800916782,0.461061157438,0.381944444444,0.0,0.471515594542,0.453417036037,0.475,0.0,0.0,0.0,0.416666666667,0.416666666667,0.0,0.442592592593
Remus Lupin,0.0,0.335454545455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.411111111111,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.419204585538,0.5,0.285526895944,0.457692307692,0.0,0.5,0.0,0.7,0.288888888889,0.326666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.410833333333,0.0,0.564926739927,0.0,0.0,0.0,0.7,0.0,0.0,0.354860706187,0.0,0.464800916782,0.0,0.464800916782,0.0,0.269837070631,0.0,0.333333333333,0.368768731269,0.432298409263,0.0,0.583333333333,0.0,0.0,0.0,0.0,0.0,0.0
Ronald Weasley,0.0,0.219047619048,0.0,0.444444444444,0.322601010101,0.0,0.0,0.31825547138,0.0,0.0,0.6,0.888888888889,0.298663359788,0.0,0.0,0.333701083328,0.323082533409,0.321832435857,0.333333333333,0.333333333333,0.0,0.268324584181,1.0,0.300295945712,0.0,0.0,0.315833333333,0.4375,0.0,0.0,0.290502873563,0.0875,0.07,0.0,0.7,0.0,0.0,0.378149801587,0.315819150408,0.0959259259259,0.0,0.317970521542,0.0,0.617857142857,0.0,0.313088290311,0.405181760204,0.0,0.461061157438,0.175,0.461061157438,0.269837070631,0.0,0.403516752345,0.535714285714,0.335188334593,0.428069082647,0.0,0.242222222222,0.0,0.245833333333,0.5,0.5,0.0,0.326172138047
Rubeus Hagrid,0.0,0.0916666666667,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.496666666667,0.0,0.25,0.0,0.0,0.3,0.3,0.3,0.6,0.6,0.0,0.323420385831,0.0,0.353446067821,0.0,0.0,0.408333333333,0.0,0.0,0.0,0.25,0.25,0.125,0.0,0.0,0.0,0.0,0.283333333333,0.3,0.0,0.0,0.381013431013,0.0,0.0,0.0,0.3,0.466666666667,0.0,0.381944444444,0.25,0.381944444444,0.0,0.403516752345,0.0,0.0,0.0,0.381944444444,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.3
Seamus Finnigan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.558333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.283333333333,0.0,0.535714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333333,0.0,0.0,0.0,0.661111111111,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.333333333333,0.535714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Severus Snape,0.0,0.383366843034,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.169696969697,0.0,0.2058361678,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.357124939875,0.0,0.269005847953,0.276515151515,0.0333333333333,0.255,0.0,0.255208333333,0.467857142857,0.2058361678,0.0,0.0,0.0,0.0,0.0,0.0,0.285,0.1,0.340151862027,0.0,0.0,0.0,0.0,0.0,0.18,0.617777777778,0.0,0.471515594542,0.0,0.471515594542,0.368768731269,0.335188334593,0.0,0.0,0.0,0.493550149528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Sirius Black,0.0,0.30335978836,0.0,0.0,0.403703703704,0.0,0.0,0.403703703704,0.0,0.0,0.469444444444,0.0,0.416666666667,0.0,0.0,0.403703703704,0.403703703704,0.403703703704,0.416666666667,0.416666666667,0.183333333333,0.439099560833,0.0,0.45855,0.452768199234,0.0,0.0,0.0,0.450621031746,0.458482142857,0.416666666667,0.433333333333,0.433333333333,0.416666666667,0.0,0.0,0.0,0.433333333333,0.468900462963,0.477777777778,0.0,0.716666666667,0.0,0.0,0.0,0.384126984127,0.391430380663,0.0,0.453417036037,0.0,0.453417036037,0.432298409263,0.428069082647,0.381944444444,0.0,0.493550149528,0.0,0.475,0.0,0.0,0.0,0.416666666667,0.416666666667,0.0,0.403703703704
Stan Shunpike,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.322222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.468681318681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.65,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.345238095238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.475,0.0,0.475,0.0,0.0,0.0,0.0,0.0,0.475,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Sybill Patricia Trelawney,0.0,0.389166666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.263331604738,0.0,0.268253968254,0.25,0.0,0.831481481481,0.0,0.25,0.0,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.791666666667,0.0,0.0,0.0,0.0,0.0,0.933333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.583333333333,0.242222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tom Riddle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.432142857143,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.270982142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vernon Dursley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.439436778499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.466606240981,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40390037594,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.466814289512,0.0,0.0,0.0,0.0,0.245833333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vincent Crabbe Jr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31996409675,0.0,0.0,0.0,0.0,0.0,0.246981830541,0.246981830541,0.0,0.412896825397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.313966049383,0.0,0.0,0.416666666667,0.0,0.0,0.0,0.0,0.0,0.366666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.416666666667,0.0,0.416666666667,0.0,0.5,0.6,0.0,0.0,0.416666666667,0.0,0.0,0.0,0.0,0.0,0.275703558524,0.0,0.0
Vincent Crabbe Sr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31996409675,0.0,0.0,0.0,0.0,0.0,0.246981830541,0.246981830541,0.0,0.412896825397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.313966049383,0.0,0.0,0.416666666667,0.0,0.0,0.0,0.0,0.0,0.366666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.416666666667,0.0,0.416666666667,0.0,0.5,0.6,0.0,0.0,0.416666666667,0.0,0.0,0.0,0.0,0.275703558524,0.0,0.0,0.0
Walden Macnair,0.0,0.161111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.236111111111,0.0,0.466666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.466666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
William Weasley,0.0,0.36,0.0,0.444444444444,0.323261119972,0.0,0.0,0.321487396487,0.0,0.0,0.3,0.0,0.352380952381,0.0,0.0,0.323228114478,0.319714420629,0.325084919996,0.0,0.0,0.0,0.300519374416,0.0,0.418055555556,0.0,0.0,0.0,0.4375,0.0,0.0,0.352380952381,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.316290643663,0.0,0.0,0.293948412698,0.0,0.0,0.0,0.321745968456,0.2,0.0,0.442592592593,0.0,0.442592592593,0.0,0.326172138047,0.3,0.0,0.1,0.403703703704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
