,"""Nearly Headless"" Nick",Aberforth Dumbledore,Alastor Moody,Albus Dumbledore,Alecto Carrow,Alicia Spinnet,Amycus Carrow,Andromeda Tonks,Angelina Johnson,Anthony Goldstein,Antioch Peverell,Ariana Dumbledore,Arthur Weasley,Bartemius Crouch Sr,Bathilda Bagshot,Beedle the Bard,Bellatrix Lestrange,Cadmus Peverell,Cedric Diggory,Charity Burbage,Charlie Weasley,Cho Chang,Colin Creevey,Dean Thomas,Dedalus Diggle,Dilys Derwent,Dirk Cresswell,Dolores Umbridge,Draco Malfoy,Dudley Dursley,Elphias Doge,Ernie Macmillan,Fenrir Greyback,Filius Flitwick,Fleur Delacour,Fred Weasley,Gabrielle Delacour,Gellert Grindelwald,George Weasley,Ginevra Weasley,Godric Gryffindor,Hannah Abbott,Harry Potter,Helena Ravenclaw,Helga Hufflepuff,Hepzibah Smith,Hermione Granger,Horace Slughorn,Ignotus Peverell,Igor Karkaroff,James Potter,Katie Bell,Kingsley Shacklebolt,Lavender Brown,Lee Jordan,Lily Potter,Lord Voldemort,Lucius Malfoy,Luna Lovegood,Madam Malkin,Madam Rosmerta,Mafalda Hopkirk,Marvolo Gaunt,Mary Cattermole,Mary Riddle,Michael Corner,Minerva McGonagall,Molly Weasley,Mundungus Fletcher,Narcissa Malfoy,Neville Longbottom,Nicolas Flamel,Nymphadora Tonks,Oliver Wood,Padma Patil,Pansy Parkinson,Parvati Patil,Penelope Clearwater,Percy Weasley,Peter Pettigrew,Petunia Dursley,Phineas Nigellus Black,Pius Thicknesse,Pomona Sprout,Reginald Cattermole,Regulus Arcturus Black,Remus Lupin,Rita Skeeter,Rodolphus Lestrange,Ronald Weasley,Rowena Ravenclaw,Rubeus Hagrid,Rufus Scrimgeour,Salazar Slytherin,Seamus Finnigan,Severus Snape,Sirius Black,Stan Shunpike,Sybill Patricia Trelawney,Ted Tonks,Teddy Lupin,Terry Boot,Tom Riddle,Vernon Dursley,Viktor Krum,Walden Macnair,William Weasley,Xenophilius Lovegood,Zacharias Smith
Dirk Cresswell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,28.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,8.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
Dolores Umbridge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Draco Malfoy,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,170.0,16.0,0.0,0.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,2.0,0.0,0.0,2.0,4.0,0.0,0.0,74.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,14.0,36.0,226.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,204.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Dudley Dursley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0
Elphias Doge,0.0,20.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,2.0,0.0,4.0,42.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,36.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Ernie Macmillan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fenrir Greyback,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,78.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,4.0,8.0,0.0,0.0,50.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,10.0,0.0,0.0,8.0,0.0,10.0,12.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0
Filius Flitwick,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,20.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
Fleur Delacour,0.0,6.0,0.0,6.0,0.0,4.0,0.0,6.0,4.0,0.0,0.0,6.0,32.0,0.0,0.0,120.0,2.0,0.0,0.0,0.0,30.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,44.0,58.0,0.0,44.0,36.0,0.0,0.0,42.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,48.0,16.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,32.0,0.0,4.0,8.0,0.0,0.0,0.0,8.0,12.0,0.0,0.0,52.0,0.0,6.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,6.0,14.0,0.0,0.0,0.0,4.0,0.0,132.0,4.0,0.0
Fred Weasley,0.0,10.0,2.0,8.0,0.0,4.0,0.0,14.0,4.0,0.0,0.0,8.0,378.0,0.0,0.0,292.0,4.0,0.0,0.0,0.0,366.0,0.0,4.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,2.0,0.0,4.0,0.0,44.0,0.0,14.0,0.0,452.0,378.0,2.0,4.0,156.0,0.0,0.0,0.0,50.0,4.0,0.0,0.0,2.0,4.0,20.0,2.0,12.0,2.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,542.0,16.0,0.0,0.0,0.0,14.0,4.0,0.0,0.0,0.0,0.0,382.0,0.0,6.0,4.0,0.0,0.0,0.0,4.0,26.0,0.0,2.0,438.0,0.0,24.0,6.0,0.0,0.0,2.0,6.0,0.0,0.0,16.0,20.0,0.0,0.0,2.0,0.0,0.0,390.0,0.0,0.0
Gabrielle Delacour,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,58.0,14.0,0.0,0.0,14.0,18.0,0.0,0.0,10.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0
Gellert Grindelwald,0.0,44.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,14.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0
George Weasley,0.0,6.0,2.0,6.0,0.0,4.0,0.0,6.0,4.0,0.0,0.0,6.0,386.0,0.0,0.0,256.0,4.0,0.0,0.0,0.0,374.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,2.0,0.0,4.0,2.0,44.0,452.0,14.0,0.0,0.0,388.0,2.0,0.0,146.0,0.0,0.0,0.0,36.0,4.0,0.0,0.0,2.0,4.0,20.0,2.0,12.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,560.0,14.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,378.0,0.0,6.0,4.0,0.0,0.0,0.0,4.0,30.0,0.0,2.0,436.0,0.0,24.0,6.0,0.0,0.0,6.0,6.0,0.0,0.0,8.0,26.0,0.0,0.0,2.0,0.0,4.0,400.0,0.0,0.0
Ginevra Weasley,0.0,10.0,0.0,18.0,0.0,4.0,0.0,14.0,4.0,0.0,0.0,10.0,376.0,0.0,0.0,272.0,8.0,0.0,0.0,0.0,362.0,4.0,0.0,2.0,0.0,0.0,8.0,0.0,4.0,0.0,2.0,0.0,8.0,2.0,36.0,378.0,18.0,0.0,388.0,0.0,2.0,0.0,192.0,0.0,0.0,0.0,56.0,4.0,0.0,0.0,8.0,4.0,18.0,2.0,8.0,4.0,8.0,2.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,550.0,6.0,0.0,16.0,0.0,14.0,4.0,2.0,0.0,0.0,0.0,364.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,14.0,0.0,2.0,446.0,0.0,20.0,6.0,0.0,0.0,10.0,4.0,0.0,0.0,16.0,10.0,2.0,0.0,2.0,2.0,0.0,384.0,0.0,0.0
Godric Gryffindor,4.0,40.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,40.0,4.0,0.0,26.0,176.0,4.0,6.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,2.0,0.0,10.0,2.0,2.0,0.0,0.0,58.0,4.0,4.0,4.0,24.0,0.0,12.0,0.0,4.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,8.0,0.0,2.0,0.0,4.0,6.0,0.0,0.0,20.0,4.0,0.0,2.0,12.0,0.0,4.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,4.0
Hannah Abbott,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harry Potter,4.0,286.0,6.0,292.0,10.0,0.0,12.0,42.0,0.0,0.0,2.0,276.0,122.0,0.0,26.0,3372.0,50.0,2.0,4.0,4.0,116.0,8.0,4.0,24.0,12.0,0.0,4.0,20.0,74.0,32.0,36.0,4.0,50.0,20.0,42.0,156.0,10.0,6.0,146.0,192.0,58.0,8.0,0.0,22.0,10.0,4.0,816.0,12.0,4.0,0.0,652.0,0.0,26.0,6.0,20.0,652.0,292.0,52.0,122.0,4.0,2.0,8.0,4.0,18.0,18.0,34.0,50.0,168.0,24.0,52.0,46.0,0.0,44.0,10.0,0.0,2.0,0.0,0.0,128.0,20.0,22.0,88.0,10.0,10.0,18.0,60.0,112.0,38.0,6.0,840.0,24.0,148.0,42.0,4.0,10.0,130.0,94.0,12.0,0.0,50.0,102.0,2.0,24.0,38.0,12.0,4.0,164.0,60.0,8.0
Helena Ravenclaw,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,22.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0
Helga Hufflepuff,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,10.0,2.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0
Hepzibah Smith,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,10.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,14.0
Hermione Granger,0.0,38.0,0.0,36.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,38.0,28.0,0.0,22.0,1178.0,38.0,2.0,0.0,0.0,24.0,0.0,0.0,8.0,0.0,0.0,0.0,16.0,22.0,0.0,4.0,4.0,14.0,0.0,36.0,50.0,6.0,0.0,36.0,56.0,24.0,0.0,816.0,0.0,10.0,4.0,0.0,0.0,2.0,0.0,4.0,0.0,16.0,6.0,4.0,8.0,50.0,18.0,30.0,2.0,2.0,12.0,0.0,6.0,12.0,12.0,4.0,40.0,14.0,16.0,12.0,0.0,6.0,4.0,0.0,0.0,0.0,4.0,32.0,2.0,4.0,64.0,0.0,0.0,6.0,36.0,20.0,0.0,4.0,808.0,0.0,24.0,14.0,2.0,0.0,8.0,36.0,2.0,0.0,6.0,12.0,0.0,22.0,0.0,2.0,0.0,42.0,32.0,2.0
Horace Slughorn,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0
Ignotus Peverell,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,2.0,0.0,0.0,0.0,26.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Igor Karkaroff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James Potter,0.0,32.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,4.0,0.0,2.0,232.0,6.0,0.0,4.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,12.0,0.0,2.0,0.0,10.0,0.0,0.0,2.0,0.0,0.0,2.0,8.0,4.0,0.0,652.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,494.0,32.0,10.0,8.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,12.0,2.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,14.0,8.0,2.0,6.0,4.0,6.0,4.0,0.0,0.0,26.0,16.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0
Katie Bell,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
Kingsley Shacklebolt,0.0,2.0,0.0,2.0,0.0,4.0,0.0,4.0,4.0,0.0,0.0,2.0,20.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,20.0,0.0,0.0,20.0,18.0,0.0,0.0,26.0,0.0,0.0,0.0,16.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,20.0,6.0,0.0,2.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,16.0,0.0,2.0,4.0,0.0,2.0,0.0,4.0,10.0,0.0,0.0,20.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0
Lavender Brown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lee Jordan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,12.0,0.0,0.0,12.0,8.0,0.0,8.0,20.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
