,"""Nearly Headless"" Nick",Albus Dumbledore,Alicia Spinnet,Angelina Johnson,Argus Filch,Arthur Weasley,Charlie Weasley,Colin Creevey,Cornelius Fudge,Dean Thomas,Draco Malfoy,Dudley Dursley,Ernie Macmillan,Fluffy,Frank Bryce,Frank Longbottom,Fred Weasley,George Weasley,Gilderoy Lockhart,Ginevra Weasley,Godric Gryffindor,Hannah Abbott,Harry Potter,Helga Hufflepuff,Hermione Granger,Justin Finch-Fletchley,Katie Bell,Lavender Brown,Lee Jordan,Lord Voldemort,Lucius Malfoy,Madam Malkin,Madam Rosmerta,Mafalda Hopkirk,Marcus Flint,Marvolo Gaunt,Mary Cattermole,Mary Riddle,Millicent Bulstrode,Minerva McGonagall,Molly Weasley,Mundungus Fletcher,Neville Longbottom,Newt Scamander,Oliver Wood,Parvati Patil,Penelope Clearwater,Percy Weasley,Peter Pettigrew,Petunia Dursley,Phineas Nigellus Black,Regulus Arcturus Black,Ronald Weasley,Rowena Ravenclaw,Rubeus Hagrid,Salazar Slytherin,Seamus Finnigan,Severus Snape,Teddy Lupin,Tom Riddle,Vernon Dursley,William Weasley
Neville Longbottom,0.0,0.0,0.0,0.0,-0.283333333333,0.0,0.0,0.0,0.0,-0.0151515151515,0.0,0.0,0.0,0.0,0.0,0.0627678571429,0.0,0.0,0.1,0.0,-0.0971726190476,0.0,-0.172222222222,0.0,-0.115476190476,-0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,0.0,0.0,0.0,0.0,-0.152678571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00833333333333,0.0,0.0,0.0,-0.0944444444444,0.125,0.0,0.0,0.0,0.0
Newt Scamander,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.152678571429,0.0,0.0,0.0,0.0,-0.152678571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.152678571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oliver Wood,0.0,0.0,-0.269480519481,0.0,0.0,0.211038961039,0.211038961039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.211038961039,-0.0828823953824,0.0,0.211038961039,0.0753174603175,0.0,-0.00966666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0305555555556,0.0305555555556,0.0,0.0229166666667,0.0,0.0,0.0,0.0,0.0,0.211038961039,0.0,0.0,0.0,0.0,0.0,0.0,0.211038961039,0.0,0.0,0.0,0.0,0.211038961039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.211038961039
Parvati Patil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Penelope Clearwater,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Percy Weasley,0.0,0.00714285714286,0.0388528138528,0.0,0.6,0.0386395499593,0.0318928283874,-0.366666666667,0.0,0.0,0.0267518939394,0.0,0.0,0.0,0.0,0.0,0.035125759657,0.0322830166549,0.1125,0.0278309940231,-0.0638888888889,0.0,0.0568039485767,-0.155555555556,0.282936507937,0.0,0.0,0.0,-0.204232804233,-0.21,0.0114015151515,0.0,0.0,0.0,0.0,0.0,0.0,0.0291666666667,0.0,0.0,0.0266141414141,0.0,0.0,0.0,0.211038961039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0317122488015,-0.155555555556,0.15625,0.0681818181818,0.0,0.0,0.0,-0.030625,0.0,0.0315498947488
Peter Pettigrew,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0358585858586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0408838383838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Petunia Dursley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.366666666667,0.218650793651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0916666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.366666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0130952380952,-0.0130952380952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0660714285714,0.0
Phineas Nigellus Black,0.00555555555556,0.0466666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0394642857143,-0.0130952380952,-0.0833333333333,0.0,0.0,0.0,0.0,0.0,-0.0275,0.0,0.0,0.0,-0.0250242504409,0.0,-0.252777777778,0.0,0.0,0.0,0.0,0.0,-0.0274206349206,0.0,0.0,0.0,0.0,0.0,0.0,0.00833333333333,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0130952380952,0.0,-0.0227724031325,-0.084375,0.0,0.0228703703704,0.0,0.0,-0.199841269841,0.0,0.00833333333333,-0.0130952380952,0.0
Regulus Arcturus Black,0.00555555555556,0.0466666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0394642857143,-0.0130952380952,-0.0833333333333,0.0,0.0,0.0,0.0,0.0,-0.0275,0.0,0.0,0.0,-0.0250242504409,0.0,-0.252777777778,0.0,0.0,0.0,0.0,0.0,-0.0274206349206,0.0,0.0,0.0,0.0,0.0,0.0,0.00833333333333,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0130952380952,-0.0227724031325,0.0,-0.084375,0.0,0.0228703703704,0.0,0.0,-0.199841269841,0.0,0.00833333333333,-0.0130952380952,0.0
Ronald Weasley,0.0,0.003663003663,0.0388528138528,0.0,0.00694444444444,0.0436754329004,0.0382600842009,-0.288888888889,0.0,0.0497252747253,0.0381818181818,0.225,0.0916666666667,0.0,0.0,0.0,0.0303792820574,0.0325762419165,-0.0414148351648,0.0346913391012,-0.0843097643098,0.0,0.0314379579552,-0.0805555555556,0.0674755702387,-0.0791666666667,-0.127777777778,0.0,-0.237037037037,0.0,0.0272144522145,-0.0194444444444,-0.0194444444444,0.0,0.0,0.0,0.0,0.0769047619048,-0.2,0.00793650793651,0.030734533363,0.0,0.00833333333333,0.0,0.211038961039,0.0,0.0,0.0317122488015,-0.0408838383838,0.0,-0.084375,-0.084375,0.0,-0.155555555556,0.0796835839599,0.080803030303,-0.1,0.100910663411,0.0,0.096130952381,0.0,0.0378530620286
Rowena Ravenclaw,0.175,0.0,0.0,0.0,0.0,-0.155555555556,-0.155555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.155555555556,-0.155555555556,0.0,-0.0777777777778,-0.0452441077441,0.0,-0.3,-0.0328703703704,0.175,0.0,0.0,0.0,-0.155555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.155555555556,0.0,0.0,0.0,0.0,0.0,0.0,-0.155555555556,0.0,0.0,0.0,0.0,-0.155555555556,0.0,0.0,-0.057196969697,0.0,0.0,0.0,0.0,0.0,-0.155555555556
Rubeus Hagrid,0.0,0.0919198913332,0.0,0.0,0.0,0.05625,0.075,0.0,-0.00833333333333,0.0,0.178619047619,0.0,0.0,0.0446428571429,0.0,0.0,0.075,0.075,0.00204081632653,0.075,-0.166666666667,0.0,0.0587183023616,-0.166666666667,0.199404761905,-0.166666666667,0.0,0.0,0.0,0.009375,-0.0220476190476,0.0,0.0,0.0,0.0,0.0,0.0,-0.0113591269841,0.0,-0.108333333333,0.05625,0.0,0.0,0.0,0.0,0.0,0.0,0.15625,0.0,0.0,0.0228703703704,0.0228703703704,0.0796835839599,0.0,0.0,0.0,0.0,0.0535714285714,0.0,-0.0061755952381,0.0,0.075
Salazar Slytherin,0.0,0.34,0.0,0.0,0.0,0.136363636364,0.136363636364,0.0,0.0,0.0,-0.000477272727273,0.0,0.0,0.0,0.0,0.0,0.118181818182,0.118181818182,0.0,0.136363636364,-0.0127575757576,0.0,0.0988266928545,-0.00833333333333,-0.10880952381,0.0,0.0,0.0,-0.4,0.575,-0.0779220779221,0.0,0.0,0.0,0.16125,-0.23125,0.0,0.0952380952381,0.0,0.0,0.136363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0681818181818,0.0,0.0,0.0,0.0,0.080803030303,-0.057196969697,0.0,0.0,0.283333333333,0.170454545455,0.0,0.0952380952381,0.0,0.136363636364
Seamus Finnigan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111111111111,0.0,0.0,0.0,0.0,0.0,-0.0416666666667,0.0,0.0,-0.04375,0.0,-0.0416666666667,0.0,0.0,0.0,-0.4,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,0.6,0.0,0.0,-0.0944444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,0.283333333333,0.0,-0.2,0.0,0.0,0.0,0.0
Severus Snape,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0769230769231,0.0492063492063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000963955026455,0.0,-0.291666666667,0.0,0.0476538243503,0.0,-0.168055555556,0.25,0.317142857143,0.5,0.0,0.0,0.0574074074074,0.0,0.0,0.0,0.0,0.3,0.0,-0.266666666667,0.0,0.112159863946,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.199841269841,-0.199841269841,0.100910663411,0.0,0.0535714285714,0.170454545455,-0.2,0.0,0.0,-0.266666666667,0.0,0.0
Teddy Lupin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tom Riddle,0.0,0.294166666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0750485908649,0.0879469296136,0.0,0.00876063104114,0.0,-0.5,0.0,0.0,0.0,0.0,-0.0398443223443,0.0,0.0,0.0,0.0,0.0,-0.00833333333333,0.0,0.0338760145623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.030625,0.0,0.0,0.00833333333333,0.00833333333333,0.096130952381,0.0,-0.0061755952381,0.0952380952381,0.0,-0.266666666667,0.0,0.0,0.0,0.0
Vernon Dursley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.366666666667,0.193039434524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0763225081699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.366666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0660714285714,-0.0130952380952,-0.0130952380952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
William Weasley,0.0,0.00714285714286,0.0388528138528,0.0,0.0,0.0407314847315,0.0334775361654,-0.366666666667,0.0,0.0,0.0305735930736,0.0,0.0,0.0,0.0,0.0,0.0293437989316,0.0315713005632,0.1125,0.0310176500454,-0.0777777777778,0.0,0.0732469431154,-0.155555555556,0.42037037037,0.0,0.0,0.0,-0.237037037037,0.0,0.0126683501684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0277359060692,0.0,0.0,0.0,0.211038961039,0.0,0.0,0.0315498947488,0.0,0.0,0.0,0.0,0.0378530620286,-0.155555555556,0.075,0.136363636364,0.0,0.0,0.0,0.0,0.0,0.0
