,"""Nearly Headless"" Nick",Aberforth Dumbledore,Alastor Moody,Albus Dumbledore,Alicia Spinnet,Amos Diggory,Angelina Johnson,Antonin Dolohov,Arabella Figg,Argus Filch,Arthur Weasley,Augustus Rookwood,Bartemius Crouch Jr,Bartemius Crouch Sr,Bertha Jorkins,Cedric Diggory,Charlie Weasley,Cho Chang,Colin Creevey,Cornelius Fudge,Cuthbert Binns,Dean Thomas,Dennis Creevey,Draco Malfoy,Dudley Dursley,Ernie Macmillan,Fleur Delacour,Frank Bryce,Frank Longbottom,Fred Weasley,Gabrielle Delacour,George Weasley,Ginevra Weasley,Godric Gryffindor,Hannah Abbott,Harry Potter,Hermione Granger,Igor Karkaroff,James Potter,Justin Finch-Fletchley,Katie Bell,Lavender Brown,Lee Jordan,Lily Potter,Lord Voldemort,Lucius Malfoy,Ludo Bagman,Madam Malkin,Madam Rosmerta,Mary Cattermole,Mary Riddle,Minerva McGonagall,Molly Weasley,Mundungus Fletcher,Narcissa Malfoy,Neville Longbottom,Newt Scamander,Oliver Wood,Olympe Maxime,Padma Patil,Pansy Parkinson,Parvati Patil,Percy Weasley,Peter Pettigrew,Petunia Dursley,Phineas Nigellus Black,Poppy Pomfrey,Regulus Arcturus Black,Remus Lupin,Rita Skeeter,Ronald Weasley,Rubeus Hagrid,Seamus Finnigan,Severus Snape,Sirius Black,Stan Shunpike,Susan Bones,Sybill Patricia Trelawney,Ted Tonks,Tom Riddle,Vernon Dursley,Viktor Krum,Vincent Crabbe Jr,Vincent Crabbe Sr,William Weasley
Harry Potter,3.0,130.0,100.0,135.0,0.0,18.0,2.0,0.0,1.0,14.0,70.0,0.0,49.0,51.0,12.0,105.0,80.0,14.0,13.0,19.0,1.0,11.0,8.0,46.0,13.0,2.0,40.0,0.0,1.0,111.0,8.0,109.0,80.0,30.0,0.0,0.0,276.0,25.0,348.0,1.0,9.0,9.0,15.0,346.0,84.0,40.0,68.0,13.0,15.0,0.0,2.0,25.0,98.0,0.0,38.0,19.0,1.0,7.0,23.0,5.0,6.0,13.0,96.0,37.0,9.0,33.0,9.0,33.0,1.0,46.0,429.0,99.0,12.0,79.0,99.0,0.0,1.0,13.0,1.0,4.0,24.0,73.0,10.0,10.0,88.0
Hermione Granger,2.0,17.0,10.0,19.0,0.0,3.0,2.0,0.0,0.0,1.0,25.0,0.0,11.0,11.0,0.0,6.0,28.0,5.0,5.0,1.0,1.0,0.0,4.0,22.0,0.0,0.0,3.0,0.0,0.0,43.0,0.0,40.0,38.0,15.0,0.0,276.0,0.0,3.0,6.0,0.0,2.0,3.0,1.0,6.0,0.0,19.0,12.0,5.0,6.0,0.0,0.0,6.0,38.0,0.0,19.0,10.0,0.0,1.0,5.0,1.0,10.0,6.0,34.0,2.0,0.0,2.0,3.0,2.0,0.0,17.0,291.0,36.0,0.0,15.0,23.0,0.0,0.0,1.0,0.0,0.0,0.0,26.0,2.0,2.0,35.0
Igor Karkaroff,0.0,21.0,7.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,16.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,9.0,0.0,18.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0
James Potter,0.0,7.0,13.0,9.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,3.0,3.0,1.0,0.0,348.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,240.0,11.0,8.0,3.0,0.0,0.0,0.0,1.0,8.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,13.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,3.0
Justin Finch-Fletchley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Katie Bell,0.0,1.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,9.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lavender Brown,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,8.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,3.0,3.0,1.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Lee Jordan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,11.0,0.0,3.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Lily Potter,0.0,7.0,13.0,9.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,3.0,3.0,1.0,0.0,346.0,6.0,2.0,240.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,3.0,0.0,0.0,0.0,1.0,8.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,13.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,3.0
Lord Voldemort,0.0,17.0,5.0,19.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,9.0,12.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,2.0,11.0,0.0,0.0,0.0,0.0,10.0,0.0,5.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,1.0,1.0,0.0
Lucius Malfoy,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,4.0,0.0,0.0,0.0,152.0,0.0,0.0,2.0,0.0,0.0,11.0,1.0,12.0,11.0,0.0,0.0,40.0,19.0,1.0,8.0,0.0,0.0,0.0,0.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,133.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,11.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,30.0,8.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,20.0,20.0,11.0
Ludo Bagman,0.0,11.0,3.0,11.0,0.0,3.0,0.0,0.0,0.0,1.0,15.0,0.0,34.0,40.0,5.0,10.0,13.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,26.0,1.0,23.0,14.0,0.0,0.0,68.0,12.0,16.0,3.0,0.0,0.0,2.0,2.0,3.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,7.0,13.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,27.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,20.0,3.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,13.0
Madam Malkin,0.0,5.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,13.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,38.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,27.0,1.0,0.0,0.0,5.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
Madam Rosmerta,0.0,6.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,15.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,38.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,27.0,1.0,0.0,0.0,6.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
Mary Cattermole,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mary Riddle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0
Minerva McGonagall,0.0,11.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,4.0,2.0,0.0,0.0,25.0,6.0,2.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,7.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,10.0,7.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Molly Weasley,0.0,8.0,6.0,8.0,0.0,22.0,0.0,0.0,0.0,0.0,529.0,0.0,3.0,3.0,2.0,9.0,534.0,0.0,0.0,2.0,0.0,0.0,0.0,12.0,6.0,0.0,2.0,0.0,0.0,543.0,0.0,542.0,522.0,1.0,0.0,98.0,38.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,12.0,13.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,11.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,532.0,0.0,4.0,5.0,2.0,5.0,1.0,9.0,557.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0,1.0,550.0
Mundungus Fletcher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Narcissa Malfoy,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,3.0,0.0,0.0,0.0,145.0,0.0,0.0,2.0,0.0,0.0,10.0,1.0,11.0,10.0,0.0,0.0,38.0,19.0,1.0,8.0,0.0,0.0,0.0,0.0,8.0,3.0,133.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,10.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,28.0,8.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,20.0,10.0
Neville Longbottom,0.0,2.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,2.0,0.0,2.0,1.0,0.0,0.0,19.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,8.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Newt Scamander,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oliver Wood,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,4.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Olympe Maxime,0.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,23.0,5.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,8.0,23.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
Padma Patil,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Pansy Parkinson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
Parvati Patil,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,6.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Percy Weasley,0.0,8.0,5.0,8.0,0.0,17.0,0.0,0.0,0.0,0.0,401.0,0.0,22.0,22.0,3.0,7.0,418.0,0.0,0.0,2.0,0.0,0.0,0.0,11.0,6.0,0.0,3.0,0.0,0.0,416.0,0.0,415.0,399.0,1.0,0.0,96.0,34.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,11.0,27.0,2.0,2.0,0.0,0.0,2.0,532.0,0.0,10.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,3.0,1.0,6.0,433.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,1.0,1.0,424.0
Peter Pettigrew,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,27.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Petunia Dursley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,6.0,0.0,5.0,4.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,4.0
Phineas Nigellus Black,0.0,6.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,3.0,3.0,3.0,0.0,33.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,111.0,0.0,2.0,6.0,8.0,0.0,9.0,115.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0
Poppy Pomfrey,0.0,5.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
Regulus Arcturus Black,0.0,6.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,3.0,3.0,3.0,0.0,33.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,3.0,0.0,111.0,1.0,0.0,0.0,2.0,6.0,8.0,0.0,9.0,115.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0
Remus Lupin,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Rita Skeeter,0.0,6.0,1.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,3.0,0.0,2.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,8.0,0.0,8.0,8.0,2.0,0.0,46.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,21.0,14.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
Ronald Weasley,4.0,22.0,19.0,22.0,0.0,18.0,2.0,0.0,0.0,0.0,415.0,0.0,17.0,17.0,2.0,12.0,425.0,2.0,1.0,3.0,0.0,8.0,2.0,31.0,6.0,1.0,12.0,0.0,0.0,454.0,0.0,450.0,421.0,16.0,0.0,429.0,291.0,7.0,5.0,0.0,4.0,6.0,3.0,5.0,1.0,30.0,20.0,5.0,6.0,0.0,0.0,10.0,557.0,0.0,28.0,14.0,0.0,2.0,8.0,9.0,1.0,7.0,433.0,2.0,4.0,6.0,3.0,6.0,1.0,21.0,0.0,36.0,9.0,16.0,33.0,0.0,0.0,7.0,0.0,0.0,8.0,24.0,7.0,7.0,441.0
Rubeus Hagrid,0.0,19.0,9.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,7.0,0.0,2.0,0.0,0.0,1.0,4.0,10.0,0.0,0.0,4.0,0.0,0.0,3.0,2.0,3.0,2.0,2.0,0.0,99.0,36.0,9.0,1.0,0.0,2.0,3.0,0.0,1.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,8.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,0.0,8.0,1.0,14.0,36.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0
