,"""Nearly Headless"" Nick",Albus Dumbledore,Alicia Spinnet,Angelina Johnson,Argus Filch,Arthur Weasley,Charlie Weasley,Colin Creevey,Cornelius Fudge,Dean Thomas,Draco Malfoy,Dudley Dursley,Ernie Macmillan,Fluffy,Frank Bryce,Frank Longbottom,Fred Weasley,George Weasley,Gilderoy Lockhart,Ginevra Weasley,Godric Gryffindor,Hannah Abbott,Harry Potter,Helga Hufflepuff,Hermione Granger,Justin Finch-Fletchley,Katie Bell,Lavender Brown,Lee Jordan,Lord Voldemort,Lucius Malfoy,Madam Malkin,Madam Rosmerta,Mafalda Hopkirk,Marcus Flint,Marvolo Gaunt,Mary Cattermole,Mary Riddle,Millicent Bulstrode,Minerva McGonagall,Molly Weasley,Mundungus Fletcher,Neville Longbottom,Newt Scamander,Oliver Wood,Parvati Patil,Penelope Clearwater,Percy Weasley,Peter Pettigrew,Petunia Dursley,Phineas Nigellus Black,Regulus Arcturus Black,Ronald Weasley,Rowena Ravenclaw,Rubeus Hagrid,Salazar Slytherin,Seamus Finnigan,Severus Snape,Teddy Lupin,Tom Riddle,Vernon Dursley,William Weasley
Petunia Dursley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
Phineas Nigellus Black,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,61.0,4.0,0.0,4.0,0.0,0.0,7.0,0.0,1.0,1.0,0.0
Regulus Arcturus Black,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,61.0,0.0,4.0,0.0,4.0,0.0,0.0,7.0,0.0,1.0,1.0,0.0
Ronald Weasley,0.0,13.0,4.0,0.0,6.0,200.0,186.0,3.0,0.0,7.0,35.0,1.0,2.0,0.0,0.0,0.0,219.0,216.0,26.0,233.0,11.0,1.0,290.0,4.0,133.0,4.0,2.0,0.0,3.0,0.0,39.0,4.0,4.0,0.0,1.0,0.0,1.0,5.0,4.0,6.0,253.0,0.0,6.0,0.0,1.0,0.0,0.0,213.0,5.0,0.0,4.0,4.0,0.0,1.0,19.0,10.0,4.0,9.0,0.0,4.0,0.0,188.0
Rowena Ravenclaw,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,6.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0
Rubeus Hagrid,0.0,14.0,0.0,0.0,0.0,4.0,3.0,0.0,6.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,7.0,3.0,1.0,0.0,41.0,1.0,8.0,1.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,19.0,0.0,0.0,1.0,0.0,2.0,0.0,8.0,0.0,3.0
Salazar Slytherin,0.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,10.0,0.0,27.0,5.0,7.0,1.0,0.0,0.0,2.0,8.0,7.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,10.0,8.0,1.0,0.0,2.0,3.0,0.0,2.0,0.0,1.0
Seamus Finnigan,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0
Severus Snape,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,28.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,9.0,0.0,2.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0
Teddy Lupin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tom Riddle,0.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,7.0,3.0,0.0,48.0,0.0,1.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,134.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,4.0,0.0,8.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
Vernon Dursley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
William Weasley,0.0,4.0,4.0,0.0,0.0,185.0,173.0,2.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,188.0,186.0,2.0,198.0,2.0,0.0,38.0,1.0,9.0,0.0,0.0,0.0,3.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,234.0,0.0,0.0,0.0,1.0,0.0,0.0,186.0,1.0,0.0,0.0,0.0,188.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
