,"""Nearly Headless"" Nick",Albus Dumbledore,Alicia Spinnet,Angelina Johnson,Arthur Weasley,Bathilda Bagshot,Cedric Diggory,Charlie Weasley,Cho Chang,Colin Creevey,Cornelius Fudge,Dean Thomas,Draco Malfoy,Dudley Dursley,Ernie Macmillan,Fred Weasley,George Weasley,Ginevra Weasley,Gregory Goyle Jr,Gregory Goyle Sr,Hannah Abbott,Harry Potter,Helena Ravenclaw,Hermione Granger,James Potter,Katie Bell,Lavender Brown,Lee Jordan,Lily Potter,Lord Voldemort,Lucius Malfoy,Madam Malkin,Madam Rosmerta,Marcus Flint,Marjorie Dursley,Mary Cattermole,Mary Riddle,Minerva McGonagall,Molly Weasley,Neville Longbottom,Newt Scamander,Oliver Wood,Pansy Parkinson,Parvati Patil,Penelope Clearwater,Percy Weasley,Peter Pettigrew,Petunia Dursley,Phineas Nigellus Black,Poppy Pomfrey,Regulus Arcturus Black,Remus Lupin,Ronald Weasley,Rubeus Hagrid,Seamus Finnigan,Severus Snape,Sirius Black,Stan Shunpike,Sybill Patricia Trelawney,Tom Riddle,Vernon Dursley,Vincent Crabbe Jr,Vincent Crabbe Sr,Walden Macnair,William Weasley
Newt Scamander,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oliver Wood,0.0,0.0,0.0,0.0,0.261160714286,0.0,-0.0106547619048,0.261160714286,0.18125,0.0,0.0,0.0,0.0,0.0,0.0,0.167974720752,0.331865079365,0.261160714286,0.0,0.0,0.0,0.119811443517,0.175,-0.05,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.343333333333,0.343333333333,0.199553571429,0.0,0.0,0.0,-0.05,0.261160714286,0.0,0.0,0.0,0.0,0.0,0.0,0.261160714286,0.0,0.0,0.145833333333,0.0,0.145833333333,0.0,0.170663265306,0.0710012210012,0.0,0.0,0.145833333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.261160714286
Pansy Parkinson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Parvati Patil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.433333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.2375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,-0.0571428571429,0.0,-0.372222222222,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Penelope Clearwater,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.196296296296,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.141666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Percy Weasley,0.0,0.20873015873,0.0,0.3,0.0738341905009,0.0,0.333333333333,0.0691982481456,0.0,0.0,1.0,0.0,-0.0154761904762,0.0,0.0,0.0664725885656,0.0672387334887,0.0646756253006,0.0,0.0,0.0,0.0977772967773,0.333333333333,0.0882777777778,0.0,0.0,0.0,0.0625,0.0,0.0,-0.0154761904762,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0695517803792,0.0,0.0,0.261160714286,0.0,0.0,0.141666666667,0.0,0.1,0.0,-0.143981481481,0.0,-0.143981481481,0.0,0.0682054940944,1.0,-0.2,0.0,-0.0918650793651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0722684235842
Peter Pettigrew,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.35,0.0,0.625,0.0,0.0,-0.3625,0.0666666666667,0.066369047619,0.0,0.0,0.0,-0.0291890681004,0.0,0.102331349206,-0.0583333333333,0.0,0.0,0.0,-0.120833333333,0.0,0.625,-0.1875,-0.1875,0.0,0.0,0.0,0.0,0.425,0.1,-0.166666666667,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,-0.112701335743,0.0,-0.112701335743,0.0223663751215,-0.0234042392999,-0.177083333333,0.0,-0.00277777777778,-0.0981867250446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Petunia Dursley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0478176857864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0539964698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0208630952381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0703424280398,0.0,0.0,0.0,0.0
Phineas Nigellus Black,0.0,-0.100529100529,0.0,0.0,-0.143981481481,0.0,0.0,-0.143981481481,0.0,0.0,0.0490740740741,0.0,-0.108333333333,0.0,0.0,-0.143981481481,-0.143981481481,-0.143981481481,-0.108333333333,-0.108333333333,-0.0166666666667,-0.100810873337,0.0,-0.116622807018,-0.0951357560568,0.0,0.0,0.0,-0.0732830687831,-0.0641666666667,-0.108333333333,-0.166666666667,-0.166666666667,-0.108333333333,0.0,0.0,0.0,-0.208333333333,-0.143253968254,-0.275,0.0,0.145833333333,0.0,0.0,0.0,-0.143981481481,-0.112701335743,0.0,0.0,0.0,-0.108508022508,-0.105312583815,-0.109753348024,-0.0850694444444,0.0,-0.108577694236,-0.108057917083,-0.233333333333,0.0,0.0,0.0,-0.108333333333,-0.108333333333,0.0,-0.143981481481
Poppy Pomfrey,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.078380952381,0.0,0.3,0.195238095238,0.0,0.0,0.0,0.292857142857,0.0,0.0,-0.00658048741382,-0.00658048741382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.275,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Regulus Arcturus Black,0.0,-0.100529100529,0.0,0.0,-0.143981481481,0.0,0.0,-0.143981481481,0.0,0.0,0.0490740740741,0.0,-0.108333333333,0.0,0.0,-0.143981481481,-0.143981481481,-0.143981481481,-0.108333333333,-0.108333333333,-0.0166666666667,-0.100810873337,0.0,-0.116622807018,-0.0951357560568,0.0,0.0,0.0,-0.0732830687831,-0.0641666666667,-0.108333333333,-0.166666666667,-0.166666666667,-0.108333333333,0.0,0.0,0.0,-0.208333333333,-0.143253968254,-0.275,0.0,0.145833333333,0.0,0.0,0.0,-0.143981481481,-0.112701335743,0.0,-0.108508022508,0.0,0.0,-0.105312583815,-0.109753348024,-0.0850694444444,0.0,-0.108577694236,-0.108057917083,-0.233333333333,0.0,0.0,0.0,-0.108333333333,-0.108333333333,0.0,-0.143981481481
Remus Lupin,0.0,0.090303030303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,-0.1875,0.0,0.0,0.0,0.0,0.0,0.0574620811287,0.0,0.110215498236,-0.121474358974,0.0,0.4,0.0,-0.145833333333,-0.0916666666667,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.054375,0.0,0.05,0.0,0.0,0.0,-0.5,0.0,0.0,0.0223663751215,0.0,-0.105312583815,0.0,-0.105312583815,0.0,-0.0492840346015,0.0,0.142857142857,-0.0686445498945,-0.089227264138,0.0,0.116666666667,0.0,0.0,0.0,0.0,0.0,0.0
Ronald Weasley,0.0,0.115079365079,0.0,0.3,0.0807912260781,0.0,0.0,0.0758877465127,0.0,0.0,0.5,0.5,0.070087962963,0.0,0.0,0.0579432383537,0.0644216492043,0.0757606553338,-0.333333333333,-0.333333333333,0.0,0.0291171807678,0.0,0.0304247028021,0.0,0.0,0.0325,0.0625,0.0,0.0,0.0604974001095,0.1375,0.11,0.0,0.35,0.0,0.0,-0.0795138888889,0.0764535027377,-0.077037037037,0.0,0.170663265306,0.0,-0.0571428571429,0.0,0.0682054940944,-0.0234042392999,0.0,-0.109753348024,0.275,-0.109753348024,-0.0492840346015,0.0,0.143277454606,0.285714285714,-0.0628026581003,-0.103323960004,0.0,0.0566666666667,0.0,-0.05,0.0,0.0,0.0,0.0846377465127
Rubeus Hagrid,0.0,0.25,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.441666666667,0.0,0.141666666667,0.0,0.0,1.0,1.0,1.0,0.875,0.875,0.0,0.0374914250212,0.0,0.0158522727273,0.0,0.0,-0.191666666667,0.0,0.0,0.0,0.141666666667,0.55,0.275,0.0,0.0,0.0,0.0,0.0833333333333,1.0,0.0,0.0,0.0710012210012,0.0,0.0,0.0,1.0,-0.177083333333,0.0,-0.0850694444444,0.55,-0.0850694444444,0.0,0.143277454606,0.0,0.0,0.0,-0.0850694444444,0.0,0.0,0.0,0.0,0.875,0.875,0.0,1.0
Seamus Finnigan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.302777777778,0.0,0.285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0936507936508,0.0,0.0,0.0,-0.372222222222,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.142857142857,0.285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Severus Snape,0.0,-0.0077037037037,0.0,0.0,0.0666666666667,0.0,0.0,0.0666666666667,0.0,0.0,-0.0227272727273,0.0,0.0474716553288,0.0,0.0,0.0666666666667,0.0666666666667,0.0666666666667,0.0,0.0,0.0,-0.0997295574796,0.0,0.00698099415205,-0.107575757576,0.0,-0.06,0.0,-0.0604166666667,0.0678571428571,0.0474716553288,0.0,0.0,0.0,0.0,0.0,0.0,0.0244444444444,0.0666666666667,-0.0784045815296,0.0,0.0,0.0,0.0,0.0,0.0,-0.00277777777778,0.0,-0.108577694236,0.0,-0.108577694236,-0.0686445498945,-0.0628026581003,0.0,0.0,0.0,-0.0570341614907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666666666667
Sirius Black,0.0,-0.0769841269841,0.0,0.0,-0.109953703704,0.0,0.0,-0.109953703704,0.0,0.0,0.0420634920635,0.0,-0.108333333333,0.0,0.0,-0.109953703704,-0.109953703704,-0.109953703704,-0.108333333333,-0.108333333333,-0.0166666666667,-0.0792591197632,0.0,-0.1293,-0.0880281882868,0.0,0.0,0.0,-0.065378968254,-0.0196428571429,-0.108333333333,-0.166666666667,-0.166666666667,-0.108333333333,0.0,0.0,0.0,-0.208333333333,-0.131018518519,-0.238888888889,0.0,0.145833333333,0.0,0.0,0.0,-0.0918650793651,-0.0981867250446,0.0,-0.108057917083,0.0,-0.108057917083,-0.089227264138,-0.103323960004,-0.0850694444444,0.0,-0.0570341614907,0.0,-0.233333333333,0.0,0.0,0.0,-0.108333333333,-0.108333333333,0.0,-0.109953703704
Stan Shunpike,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0861111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0254120879121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.178571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.233333333333,0.0,-0.233333333333,0.0,0.0,0.0,0.0,0.0,-0.233333333333,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
Sybill Patricia Trelawney,0.0,0.0258333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0729850589226,0.0,-0.0732142857143,-0.1875,0.0,0.540740740741,0.0,-0.1875,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,-0.331666666667,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.116666666667,0.0566666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tom Riddle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.30625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0142857142857,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.00133928571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vernon Dursley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175,0.0,0.0136717246873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0434595508658,0.0,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0840591060986,0.0,0.0,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0703424280398,0.0,0.0,0.0,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vincent Crabbe Jr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0455498866213,0.0,0.0,0.0,0.0,0.0,-0.0461790858319,-0.0461790858319,0.0,0.116107503608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0333002645503,0.0,0.0,-0.108333333333,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.108333333333,0.0,-0.108333333333,0.0,0.0,0.875,0.0,0.0,-0.108333333333,0.0,0.0,0.0,0.0,0.0,-0.0298767582914,0.0,0.0
Vincent Crabbe Sr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0455498866213,0.0,0.0,0.0,0.0,0.0,-0.0461790858319,-0.0461790858319,0.0,0.116107503608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0333002645503,0.0,0.0,-0.108333333333,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.108333333333,0.0,-0.108333333333,0.0,0.0,0.875,0.0,0.0,-0.108333333333,0.0,0.0,0.0,0.0,-0.0298767582914,0.0,0.0,0.0
Walden Macnair,0.0,0.0680555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00694444444444,0.0,0.266666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.266666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
William Weasley,0.0,0.32,0.0,0.3,0.0781030859978,0.0,0.0,0.0734572234572,0.0,0.0,1.0,0.0,-0.0154761904762,0.0,0.0,0.0772661135161,0.0775447565082,0.0737437586995,0.0,0.0,0.0,0.132341269841,0.0,0.104861111111,0.0,0.0,0.0,0.0625,0.0,0.0,-0.0154761904762,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0735279015389,0.0,0.0,0.261160714286,0.0,0.0,0.0,0.0722684235842,0.1,0.0,-0.143981481481,0.0,-0.143981481481,0.0,0.0846377465127,1.0,0.0,0.0666666666667,-0.109953703704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
