,"""Nearly Headless"" Nick",Albus Dumbledore,Alicia Spinnet,Angelina Johnson,Argus Filch,Arthur Weasley,Bathilda Bagshot,Blaise Zabini,Charlie Weasley,Cornelius Fudge,Dean Thomas,Dedalus Diggle,Dennis Creevey,Draco Malfoy,Dudley Dursley,Fred Weasley,George Weasley,Ginevra Weasley,Godric Gryffindor,Gregory Goyle Jr,Gregory Goyle Sr,Hannah Abbott,Harry Potter,Helena Ravenclaw,Hermione Granger,James Potter,Justin Finch-Fletchley,Katie Bell,Lavender Brown,Lee Jordan,Lily Potter,Lord Voldemort,Madam Malkin,Madam Rosmerta,Marcus Flint,Marjorie Dursley,Mary Cattermole,Mary Riddle,Millicent Bulstrode,Minerva McGonagall,Molly Weasley,Neville Longbottom,Newt Scamander,Nicolas Flamel,Oliver Wood,Pansy Parkinson,Parvati Patil,Percy Weasley,Peter Pettigrew,Petunia Dursley,Phineas Nigellus Black,Regulus Arcturus Black,Ronald Weasley,Rubeus Hagrid,Seamus Finnigan,Severus Snape,Sirius Black,Susan Bones,Ted Tonks,Teddy Lupin,Terry Boot,Tom Riddle,Vernon Dursley,William Weasley
Neville Longbottom,0.0,-0.155555555556,0.0,0.0,-0.075,-0.0361111111111,0.0,0.0,-0.0361111111111,0.0,0.375,0.0,0.0,-0.0591198979592,0.0,-0.0481481481481,-0.0361111111111,-0.0361111111111,-0.106928571429,-0.136111111111,-0.136111111111,0.0,0.00881834215168,-0.018477443609,-0.0266369047619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0486111111111,-0.0486111111111,0.0,0.0,0.0,0.0,0.0,-0.266666666667,-0.0361111111111,0.0,0.0,0.0,0.0,0.0,0.0,-0.0361111111111,0.0,0.0,-0.208333333333,-0.208333333333,-0.0642857142857,-0.0487599206349,0.05,0.2,-0.208333333333,0.0,0.0,0.0,0.0,0.0,0.0,-0.0361111111111
Newt Scamander,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nicolas Flamel,0.0,0.261785714286,0.0,0.0,-0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00833333333333,0.108833333333,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oliver Wood,0.0,0.0,0.265384615385,0.265384615385,0.0,0.265384615385,0.0,0.0,0.265384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.212307692308,0.265384615385,0.265384615385,0.127136752137,0.0,0.0,0.0,0.109637896825,0.0803314421849,0.0,0.0,0.0,0.265384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.265384615385,0.0,0.0,0.0,0.0,-0.0333333333333,0.265384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.265384615385,0.0,0.0,0.0,0.0,0.332478632479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.265384615385
Pansy Parkinson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Parvati Patil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.155555555556,0.0,0.0,0.0,0.111111111111,-0.0222222222222,-0.0222222222222,0.0,0.0,0.0,0.111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Percy Weasley,0.0,0.0,0.265384615385,0.265384615385,-0.2,0.113134794845,0.0,1.0,0.112196595213,0.2,0.0,0.0,0.0,-0.0416666666667,0.0,0.114004489464,0.109909918991,0.111000176074,0.391346153846,0.0,0.0,0.0,0.165876255264,0.0756647425397,-0.00607993197279,0.0,0.0,0.265384615385,0.0,0.15,0.0,0.0,0.0,0.0,0.265384615385,0.0,0.0,0.0,0.0,0.0,0.11259342061,-0.0361111111111,0.0,0.0,0.265384615385,0.0,0.0,0.0,-0.3125,0.0,0.0,0.0,0.144420405118,-0.0361111111111,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.112886968527
Peter Pettigrew,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11875,0.0,0.0,0.0,0.0,0.0,-0.11875,-0.11875,0.0,0.107142857143,0.0238839285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Petunia Dursley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0108473172173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0385606060606,0.0286483302412,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.625,0.0,0.0,0.0,-0.00131768707483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01515802362,0.0
Phineas Nigellus Black,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.166666666667,0.0,0.0,-0.173611111111,0.0,0.0,0.0,0.0,-0.166666666667,-0.208333333333,-0.208333333333,0.0,-0.0766666666667,-0.0868434343434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.208333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10287408524,-0.102777777778,-0.166666666667,0.0,0.0,-0.101654072049,0.0,0.0,0.0,0.0,0.0,-0.161111111111,0.0
Regulus Arcturus Black,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.166666666667,0.0,0.0,-0.173611111111,0.0,0.0,0.0,0.0,-0.166666666667,-0.208333333333,-0.208333333333,0.0,-0.0766666666667,-0.0868434343434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.208333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10287408524,0.0,-0.102777777778,-0.166666666667,0.0,0.0,-0.101654072049,0.0,0.0,0.0,0.0,0.0,-0.161111111111,0.0
Ronald Weasley,0.0,0.178869047619,0.265384615385,0.265384615385,0.147333333333,0.126888933261,0.0,1.0,0.11434875686,0.2,0.0208333333333,0.0,0.0,0.0572222222222,0.05,0.119665836234,0.112741520614,0.12258761349,0.0630499708625,-0.00833333333333,-0.00833333333333,0.0,0.0822220620666,0.0295302630303,0.0383633011609,0.0666666666667,0.0,0.265384615385,0.118097643098,0.183333333333,0.0666666666667,0.0,0.25,0.25,0.265384615385,0.0,0.0,0.0,0.0,0.0,0.123465990615,-0.0642857142857,0.0,0.2375,0.332478632479,0.0,0.111111111111,0.144420405118,0.0,0.0,-0.102777777778,-0.102777777778,0.0,0.0671031746032,0.277777777778,0.0170138888889,-0.102777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.124701193032
Rubeus Hagrid,0.0,0.0588699494949,0.0,0.0,-0.00416666666667,-0.0361111111111,0.0,0.0,-0.0544444444444,0.0,0.0,0.0,0.0,0.0545634920635,-0.0875,-0.0481481481481,-0.0361111111111,-0.0361111111111,0.0,0.0,0.0,0.0,0.0311048095532,-0.00642056860383,0.00558862433862,0.0,0.0,0.0,-0.3,0.0,0.0,0.127142857143,-0.105,-0.105,0.0,0.0,0.0,0.0,0.0,0.107291666667,-0.0361111111111,-0.0487599206349,0.0,0.0,0.0,0.0,0.0,-0.0361111111111,0.0,-0.0875,-0.166666666667,-0.166666666667,0.0671031746032,0.0,0.0,-0.028125,-0.166666666667,0.0,0.0,0.0,0.0,0.8,-0.184125,-0.0361111111111
Seamus Finnigan,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.0,0.0,0.166666666667,0.0,0.375,0.0,0.0,0.0,0.0,0.166666666667,0.166666666667,0.166666666667,0.1,0.0,0.0,0.0,0.05,0.0434523809524,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.05,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.0,0.0,0.0,0.0,0.277777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166666666667
Severus Snape,0.0,0.0,0.0,0.0,0.0511904761905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0866666666667,0.0,0.0,0.0,0.0,0.00902777777778,0.2,0.2,0.0,-0.0865898853399,-0.0130673815621,-0.0416294642857,0.0,0.0,0.0,0.0,0.0,0.0,0.164732142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00333333333333,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0170138888889,-0.028125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sirius Black,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.166666666667,0.0,0.0,-0.173611111111,0.0,0.0,0.0,0.0,-0.166666666667,-0.208333333333,-0.208333333333,0.0,-0.0766666666667,-0.0868434343434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.208333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.101654072049,-0.101654072049,-0.102777777778,-0.166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.161111111111,0.0
Susan Bones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.133333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ted Tonks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Teddy Lupin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Terry Boot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tom Riddle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vernon Dursley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00462055556967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0312408449575,-0.0179527621534,-0.216666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0176248235143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01515802362,-0.161111111111,-0.161111111111,0.0,-0.184125,0.0,0.0,-0.161111111111,0.0,0.0,0.0,0.0,0.0,0.0,-0.037962962963
William Weasley,0.0,0.0,0.265384615385,0.265384615385,-0.2,0.10259033047,0.0,1.0,0.0985988122694,0.2,0.0,0.0,0.0,-0.0416666666667,0.0,0.102562230462,0.097693421233,0.100496650256,0.382692307692,0.0,0.0,0.0,0.145645124717,0.0764571005917,0.00850340136054,0.0,0.0,0.265384615385,0.0,0.15,0.0,0.0,0.0,0.0,0.265384615385,0.0,0.0,0.0,0.0,0.0,0.102818424707,-0.0361111111111,0.0,0.0,0.265384615385,0.0,0.0,0.112886968527,0.0,0.0,0.0,0.0,0.124701193032,-0.0361111111111,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.037962962963,0.0
